cyclone_id,cyclone_name,dataset_split,sequence_index,forecast_origin_timestamp_t,plotted_x_coordinate_hours,input_timestamp_t_minus_12h,input_timestamp_t_minus_9h,input_timestamp_t_minus_6h,input_timestamp_t_minus_3h,input_timestamp_t,actual_vmax_t,actual_vmax_t_plus_3h,actual_vmax_t_plus_6h,actual_vmax_t_plus_9h,actual_vmax_t_plus_12h,actual_vmax_t_plus_15h,actual_vmax_t_plus_18h,actual_vmax_t_plus_21h,actual_vmax_t_plus_24h,target_timestamp_plus_6h,target_timestamp_plus_12h,target_timestamp_plus_24h,transformer_pred_plus_6h,transformer_pred_plus_12h,transformer_pred_plus_24h,gru_pred_plus_6h,gru_pred_plus_12h,gru_pred_plus_24h,persistence_pred_plus_6h,persistence_pred_plus_12h,persistence_pred_plus_24h,plotted_target_timestamp_in_graph
201306I,VSCS Madi,Training Split,34,2013121000,102.0,2013120912,2013120915,2013120918,2013120921,2013121000,70.0,78.0,85.0,83.0,80.0,73.0,65.0,58.0,50.0,2013121006,2013121012,2013121100,84.92,76.35,58.38,73.23,66.52,51.85,70.0,70.0,70.0,"{'+6h_subplot_target_timestamp': '2013121006', '+12h_subplot_target_timestamp': '2013121012', '+24h_subplot_target_timestamp': '2013121100', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,35,2013121003,105.0,2013120915,2013120918,2013120921,2013121000,2013121003,78.0,85.0,83.0,80.0,73.0,65.0,58.0,50.0,48.0,2013121009,2013121015,2013121103,79.65,71.05,53.48,76.22,69.37,54.25,78.0,78.0,78.0,"{'+6h_subplot_target_timestamp': '2013121009', '+12h_subplot_target_timestamp': '2013121015', '+24h_subplot_target_timestamp': '2013121103', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,36,2013121006,108.0,2013120918,2013120921,2013121000,2013121003,2013121006,85.0,83.0,80.0,73.0,65.0,58.0,50.0,48.0,45.0,2013121012,2013121018,2013121106,77.94,68.7,50.21,83.02,75.58,58.94,85.0,85.0,85.0,"{'+6h_subplot_target_timestamp': '2013121012', '+12h_subplot_target_timestamp': '2013121018', '+24h_subplot_target_timestamp': '2013121106', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,37,2013121009,111.0,2013120921,2013121000,2013121003,2013121006,2013121009,83.0,80.0,73.0,65.0,58.0,50.0,48.0,45.0,45.0,2013121015,2013121021,2013121109,72.51,62.53,43.89,68.6,60.1,42.5,83.0,83.0,83.0,"{'+6h_subplot_target_timestamp': '2013121015', '+12h_subplot_target_timestamp': '2013121021', '+24h_subplot_target_timestamp': '2013121109', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,38,2013121012,114.0,2013121000,2013121003,2013121006,2013121009,2013121012,80.0,73.0,65.0,58.0,50.0,48.0,45.0,45.0,45.0,2013121018,2013121100,2013121112,63.93,53.38,35.39,61.29,53.27,36.93,80.0,80.0,80.0,"{'+6h_subplot_target_timestamp': '2013121018', '+12h_subplot_target_timestamp': '2013121100', '+24h_subplot_target_timestamp': '2013121112', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,39,2013121015,117.0,2013121003,2013121006,2013121009,2013121012,2013121015,73.0,65.0,58.0,50.0,48.0,45.0,45.0,45.0,38.0,2013121021,2013121103,2013121115,58.83,48.64,31.83,55.12,47.22,31.5,73.0,73.0,73.0,"{'+6h_subplot_target_timestamp': '2013121021', '+12h_subplot_target_timestamp': '2013121103', '+24h_subplot_target_timestamp': '2013121115', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,40,2013121018,120.0,2013121006,2013121009,2013121012,2013121015,2013121018,65.0,58.0,50.0,48.0,45.0,45.0,45.0,38.0,30.0,2013121100,2013121106,2013121118,49.51,41.27,27.74,47.21,41.15,29.22,65.0,65.0,65.0,"{'+6h_subplot_target_timestamp': '2013121100', '+12h_subplot_target_timestamp': '2013121106', '+24h_subplot_target_timestamp': '2013121118', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,41,2013121021,123.0,2013121009,2013121012,2013121015,2013121018,2013121021,58.0,50.0,48.0,45.0,45.0,45.0,38.0,30.0,30.0,2013121103,2013121109,2013121121,40.41,35.22,26.17,37.77,35.24,29.96,58.0,58.0,58.0,"{'+6h_subplot_target_timestamp': '2013121103', '+12h_subplot_target_timestamp': '2013121109', '+24h_subplot_target_timestamp': '2013121121', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,42,2013121100,126.0,2013121012,2013121015,2013121018,2013121021,2013121100,50.0,48.0,45.0,45.0,45.0,38.0,30.0,30.0,30.0,2013121106,2013121112,2013121200,35.91,32.58,26.62,36.39,33.72,28.26,50.0,50.0,50.0,"{'+6h_subplot_target_timestamp': '2013121106', '+12h_subplot_target_timestamp': '2013121112', '+24h_subplot_target_timestamp': '2013121200', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,43,2013121103,129.0,2013121015,2013121018,2013121021,2013121100,2013121103,48.0,45.0,45.0,45.0,38.0,30.0,30.0,30.0,30.0,2013121109,2013121115,2013121203,32.49,31.11,28.56,31.44,29.72,26.24,48.0,48.0,48.0,"{'+6h_subplot_target_timestamp': '2013121109', '+12h_subplot_target_timestamp': '2013121115', '+24h_subplot_target_timestamp': '2013121203', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,44,2013121106,132.0,2013121018,2013121021,2013121100,2013121103,2013121106,45.0,45.0,45.0,38.0,30.0,30.0,30.0,30.0,30.0,2013121112,2013121118,2013121206,31.9,30.89,28.93,31.53,30.07,27.09,45.0,45.0,45.0,"{'+6h_subplot_target_timestamp': '2013121112', '+12h_subplot_target_timestamp': '2013121118', '+24h_subplot_target_timestamp': '2013121206', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,45,2013121109,135.0,2013121021,2013121100,2013121103,2013121106,2013121109,45.0,45.0,38.0,30.0,30.0,30.0,30.0,30.0,28.0,2013121115,2013121121,2013121209,31.51,30.75,29.11,30.04,28.55,25.61,45.0,45.0,45.0,"{'+6h_subplot_target_timestamp': '2013121115', '+12h_subplot_target_timestamp': '2013121121', '+24h_subplot_target_timestamp': '2013121209', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,46,2013121112,138.0,2013121100,2013121103,2013121106,2013121109,2013121112,45.0,38.0,30.0,30.0,30.0,30.0,30.0,28.0,25.0,2013121118,2013121200,2013121212,32.56,31.58,29.48,29.48,28.22,25.68,45.0,45.0,45.0,"{'+6h_subplot_target_timestamp': '2013121118', '+12h_subplot_target_timestamp': '2013121200', '+24h_subplot_target_timestamp': '2013121212', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,47,2013121115,141.0,2013121103,2013121106,2013121109,2013121112,2013121115,38.0,30.0,30.0,30.0,30.0,30.0,28.0,25.0,25.0,2013121121,2013121203,2013121215,31.41,30.05,27.53,28.74,27.28,24.35,38.0,38.0,38.0,"{'+6h_subplot_target_timestamp': '2013121121', '+12h_subplot_target_timestamp': '2013121203', '+24h_subplot_target_timestamp': '2013121215', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
201306I,VSCS Madi,Training Split,48,2013121118,144.0,2013121106,2013121109,2013121112,2013121115,2013121118,30.0,30.0,30.0,30.0,30.0,28.0,25.0,25.0,25.0,2013121200,2013121206,2013121218,30.06,28.4,25.39,31.96,29.96,25.92,30.0,30.0,30.0,"{'+6h_subplot_target_timestamp': '2013121200', '+12h_subplot_target_timestamp': '2013121206', '+24h_subplot_target_timestamp': '2013121218', 'x_axis_represents': 'forecast_origin_time_t_elapsed_hours'}"
